round,seq,utc,query,terms,expression,top_k,equivalence_key,cache_key,cached,returned_dN,returned_docids,result_docs
8,334,2026-09-15T14:11:13.816372+00:00,Empire Fox cast height actor married three times character,"[""empire"",""fox"",""cast"",""height"",""actor"",""married"",""three"",""times"",""character""]","""empire"" OR ""fox"" OR ""cast"" OR ""height"" OR ""actor"" OR ""married"" OR ""three"" OR ""times"" OR ""character""",5,bbc2f4d544c53eceb70990eaa8e4b4016c74f2948a84d6602d502eaa2f473881,71d3348c8490877fc8da2eecfc5d356def6102b317133b1a2087d69e6e54a814,False,"[""d142"",""d143"",""d135"",""d44"",""d144""]","[""3673"",""31449"",""50077"",""59390"",""17131""]","[{""docid"":""3673"",""score"":22.01667289413359,""snippet"":"" ... nominated for the Academy Award for Best Supporting Actor for his role in The Revenant. Hardy appeared in three Christopher Nolan films: Inception (2010), The Dark Knight Rises (2012), and Dunkirk (2017). He has since starred as the title character in the film Venom (2018) and its two ... "",""title"":""https://en.wikipedia.org/wiki/Tom_Hardy""},{""docid"":""31449"",""score"":21.938308190136983,""snippet"":"" ... 12, via The Times Digital Archive. Retrieved: 11 July 2012. and became the defining role of Todd's movie career.\n\nThe success of Man Called Peter led 20th Century Fox to offer Todd a four-picture contract. Associated British signed the actor to a new contract to make ... "",""title"":""https://en.wikipedia.org/wiki/Richard_Todd""},{""docid"":""50077"",""score"":21.11497900973953,""snippet"":"" ... Michael Logan of TV Guide described Empire as a \""sudsy retooling of King Lear with hip hop as the backdrop\"" and praised Henson for her portrayal of the character Cookie.\n\nThe show's premiere ranked as Fox's highest-rated debut in three years. Empire was the first ... "",""title"":""https://en.wikipedia.org/wiki/Empire_(2015_TV_series)""},{""docid"":""59390"",""score"":20.918638134231095,""snippet"":"" ... cast of Asian American actors.- Actor\n\n- Producer\n\n- Director\n\nAntonio Sabato Jr. was born on 29 February 1972 in Rome, Lazio, Italy. He is an actor and producer, known for The Big Hit (1998), The Three Stooges (2012) and Drifter: Henry Lee Lucas (2009). He was previously married to ... "",""title"":""https://www.imdb.com/date/02-29/births""},{""docid"":""17131"",""score"":20.859561135333358,""snippet"":"" ... Burton was to reprise the role of Colonel Faulkner, while Laurence Olivier was cast as Rudolf Hess. After his death, Burton was replaced by Edward Fox, and the character changed to Faulkner's younger brother.\n\nPersonal life\n\nMarriages and relationships\n\nBurton was married five times, twice consecutively to ... "",""title"":""https://en.wikipedia.org/wiki/Richard_Burton""}]"
9,349,2026-09-15T14:11:20.890339+00:00,Yellowstone TV series character married three times children died,"[""yellowstone"",""tv"",""series"",""character"",""married"",""three"",""times"",""children"",""died""]","""yellowstone"" OR ""tv"" OR ""series"" OR ""character"" OR ""married"" OR ""three"" OR ""times"" OR ""children"" OR ""died""",5,851833d6076758ef35917290ae0d27f74ef062d52fa2eb6121e7111d2554a2b8,bf30fb433925dbf596a50556b158a2155b06dc629742b50f93bb541113b271f6,False,"[""d25"",""d145"",""d146"",""d27"",""d147""]","[""63975"",""14780"",""58023"",""9673"",""43306""]","[{""docid"":""63975"",""score"":21.622910840874734,""snippet"":"" ... Kieran Fisher, Here's How Kevin Costner Built His Character On Yellowstone)\n\nYellowstone has become one of the most-watched television dramas on cable. Through the first three seasons, the show Yellowstone appeared in the Top 10 movies and TV shows. The show is massively successful so there ... "",""title"":""https://morethanjustparks.com/national-park-tv-shows/""},{""docid"":""14780"",""score"":21.25680409229492,""snippet"":"" ... He died on July 1, 1991 — three months after publicly announcing his diagnosis. At the time of his death, he lived with his third wife, Cindy, and two of their children — the youngest, Sean, was only a toddler at the time.\n\n\""He was a busy man burning the ... "",""title"":""https://people.com/all-about-michael-landon-kids-8364607""},{""docid"":""58023"",""score"":20.504548323306327,""snippet"":"" ... Jamey Johnson Marries Brittney Eakins in Tennessee Quarry Wedding\n\nChallenger Disaster Shaped Jason Aldean's View on Space Travel\n\nApplebee's Stuns With New All-You-Can-Eat Option\n\nMan, 24, Charged for Posing as Teen to Enroll at Ohio High School\n\nTV Comedy Series Viewers Actually Find ... "",""title"":""https://www.941classiccountry.com/jelly-roll-met-donald-trump-fans-have-strong-feelings-about-it/""},{""docid"":""9673"",""score"":20.36927274970909,""snippet"":"" ... Then the empire crumbled.\""\n\nSheridan explained his decision to jump the series to the year 1923: \""I chose that moment in time to peek back in because you're seeing the children that we've met in 1883 attempting to raise another generation of Dutton.\"" Yellowstone viewers will ... "",""title"":""https://www.hollywoodreporter.com/feature/yellowstone-character-guide-dutton-family-tree-1235593911/""},{""docid"":""43306"",""score"":20.250796568871845,""snippet"":"" ... Raised in Billings; lives part-time in Big Timber | Sportscaster; host of The NFL Today (1975–1989) | |\n| | 1975–present | Born in Helena; attended college and graduated from University of Montana | Technology journalist; host of CNET's video series Always On with CNET TV | None |\n\nMilitary\n\nPrior to statehood ... "",""title"":""https://en.wikipedia.org/wiki/List_of_people_from_Montana""}]"
9,355,2026-09-15T14:11:21.805586+00:00,Yellowstone cast real life couple siblings co-stars unrelated characters,"[""yellowstone"",""cast"",""real"",""life"",""couple"",""siblings"",""co"",""stars"",""unrelated"",""characters""]","""yellowstone"" OR ""cast"" OR ""real"" OR ""life"" OR ""couple"" OR ""siblings"" OR ""co"" OR ""stars"" OR ""unrelated"" OR ""characters""",5,74c099aad7a527fc19f0716ab608ab61763ff399b82e765e1c79d55b175342a3,e3750a5550fb405322a9b4caba423863f8be0d2312769f0cddaed30f4eba01bc,False,"[""d27"",""d145"",""d17"",""d148"",""d149""]","[""9673"",""14780"",""62963"",""63134"",""37185""]","[{""docid"":""9673"",""score"":25.644844057352035,""snippet"":"" ... attempting to raise another generation of Dutton.\"" Yellowstone viewers will recall a flashback in season four, which introduced James and Margaret, as well as a young John and Spencer, when James was shot (that scene served as real-life couple McGraw and Hill's audition, giving Sheridan the ... "",""title"":""https://www.hollywoodreporter.com/feature/yellowstone-character-guide-dutton-family-tree-1235593911/""},{""docid"":""14780"",""score"":24.162349935549678,""snippet"":"" ... While he never appeared in any of his father's projects, Christopher did co-write the screenplay for the 2021 TV movie Highway to Heaven, inspired by his father's show.\n\nJennifer stars on Yellowstone\n\nJennifer, who often goes by Jen, played the pink-haired Teeter in seasons ... "",""title"":""https://people.com/all-about-michael-landon-kids-8364607""},{""docid"":""62963"",""score"":23.48052489463499,""snippet"":"" ... are siblings in real life are commonly cast to play siblings on television. After all, that's the best way to make it seem like the relationship is an authentic one. In the case of Jessica and Richard Harmon, though, the siblings actually play unrelated characters in the ... "",""title"":""https://screenrant.com/cw-stars-family/""},{""docid"":""63134"",""score"":22.840344834983828,""snippet"":"" ... of a star-studded cast.\n\nSetting the Scene\n\nYellowstone's vivid portrayal of Montana's landscapes and ranching culture forms the backdrop for its intense power struggles. The show's carefully chosen filming locations and attention to detail create an authentic representation of rural life in the American ... "",""title"":""https://www.factualamerica.com/yellowstone/yellowstones-portrayal-of-power-dynamics-in-rural-montana""},{""docid"":""37185"",""score"":22.161300678874017,""snippet"":"" ... This is normal life-on-the–ranch stuff, and it all ended up in Yellowstone (actor Jefferson White, who plays Jimmy, got the stallion honors).\n\nThen, a couple of months later, a turn of fate: Marion died and Sheridan received a call from the estate. The ranch was ... "",""title"":""https://www.hollywoodreporter.com/tv/tv-features/taylor-sheridan-yellowstone-interview-1235519261/""}]"
9,360,2026-09-15T14:11:22.502389+00:00,Yellowstone John Dutton children died married,"[""yellowstone"",""john"",""dutton"",""children"",""died"",""married""]","""yellowstone"" OR ""john"" OR ""dutton"" OR ""children"" OR ""died"" OR ""married""",5,1426b4815ba39e61d63983cfafb4cd7d3d6f0a056eacfb39ca02948a65b144d4,e9a9fe1bfbc34a69da7151c06ef0a866320b9aea2a6a6ca88aa3c50c7e45bb45,False,"[""d27"",""d150"",""d151"",""d26"",""d148""]","[""9673"",""57929"",""48624"",""82282"",""63134""]","[{""docid"":""9673"",""score"":29.961864587242687,""snippet"":"" ... John Sr., who did not have any children with wife Emma (Marley Shelton), suffers an untimely death early on in 1923, pivoting the series to focus on Spencer and setting him up to be the Dutton to take over the Yellowstone ranch from an ailing Jacob. Season one ... "",""title"":""https://www.hollywoodreporter.com/feature/yellowstone-character-guide-dutton-family-tree-1235593911/""},{""docid"":""57929"",""score"":29.4044518305108,""snippet"":"" ... Jack Dutton and his uncle, Spencer Dutton.\n\nJack's father (Spencer's brother) John Dutton died early in Season 1, and Jacob and Cara (Harrison Ford and Helen Mirren) have never had children. For awhile it looked like the young man was a good bet for this baby ... "",""title"":""https://tasteofcountry.com/1923-ending-season-2-episode-1-breakdown-dutton-rules/""},{""docid"":""48624"",""score"":27.470213077756796,""snippet"":"" ... Kayce Dutton\ndate: 1997-01-01\n---\nKayce John Dutton is a main character on Yellowstone. He is John and Evelyn Dutton's youngest son. He had a complex and tense relationship with his father, who increasingly regretted the emotional distance between them. Kayce is married to Monica and ... "",""title"":""https://yellowstone.fandom.com/wiki/Kayce_Dutton""},{""docid"":""82282"",""score"":26.350025516719793,""snippet"":"" ... I have to.' \""\n\nJames Badge Dale as John Dutton Sr.\n\nJames Badge Dale plays rugged cowboy John Dutton Sr., but in real life, he has a Hollywood pedigree.\n\nThe son of director and choreographer Grover Dale and late actress and singer Anita Morris, Dale was born in New ... "",""title"":""https://people.com/1923-cast-yellowstone-spinoff-actors-everything-to-know-7506240""},{""docid"":""63134"",""score"":25.479074945732545,""snippet"":"" ... The Dutton Family Saga\n\nThe Dutton family's complex relationships and power struggles drive the narrative of Yellowstone. Their legacy spans generations, shaping the landscape of rural Montana and the series' core conflicts.\n\nPatriarch John Dutton\n\nJohn Dutton stands as the formidable head of the Dutton clan. He ... "",""title"":""https://www.factualamerica.com/yellowstone/yellowstones-portrayal-of-power-dynamics-in-rural-montana""}]"
9,366,2026-09-15T14:11:23.117884+00:00,This Is Us character married three times children died one survives,"[""this"",""is"",""us"",""character"",""married"",""three"",""times"",""children"",""died"",""one"",""survives""]","""this"" OR ""is"" OR ""us"" OR ""character"" OR ""married"" OR ""three"" OR ""times"" OR ""children"" OR ""died"" OR ""one"" OR ""survives""",5,b42b3432ca5bc12d5db2ac976f86730bdd142333d8dfcac4747e8048c731f157,95c702123067a9425c5681267e1e53a1be337462218afb3fd7acd1ab20bfa91a,False,"[""d152"",""d153"",""d154"",""d155"",""d106""]","[""43353"",""71307"",""39540"",""50562"",""53008""]","[{""docid"":""43353"",""score"":12.577779851893894,""snippet"":"" ... Divorced, beheaded, died;\n\nDivorced, beheaded, survived\n\nThis is respectively:\n\nKatherine of Aragon, Anne Boleyn, Jane Seymour\n\nAnne of Cleves, Katherine Howard, and Katherine Parr.\n\nHenry VIII's six wives\n\nKatherine of Aragon\n\n1485 - 1536\n\nMarried: 1509 - 1533 (Annulled)\n\nSurviving Children: Mary I\n\nHenry VIII's longest marriage was ... "",""title"":""https://www.rmg.co.uk/stories/royal-history/who-were-henry-viiis-wives""},{""docid"":""71307"",""score"":12.459126556582099,""snippet"":"" ... based on tabloid headlines, one of which is \""Every Man She Kisses Dies.\""\n\n- Joe Pickett: Every woman who gets involved with Nate Romanowski - the series' resident badass - meets an untimely end.\n\n- The Cat Who... Series: Supporting character Iris Cobb was married three times, and all three of her ... "",""title"":""https://tvtropes.org/pmwiki/pmwiki.php/Main/CartwrightCurse""},{""docid"":""39540"",""score"":11.950981105169419,""snippet"":"" ... He is an interesting character as, unlike most men of his generation, he was not fooling around. He fell for Victoria but never looked at another woman.\""\n\nThe two went on to have nine children together, all of whom survived into adulthood. Most of her children married into ... "",""title"":""https://people.com/royals/queens-of-england-everything-to-know/""},{""docid"":""50562"",""score"":11.929936812979648,""snippet"":"" ... lose contact after Mariam is forced to marry Rasheed and move to Kabul. He dies of natural causes in 1989.\n*Jalil, a local businessman in Herat who has three wives and nine (later ten) legitimate children, in addition to Mariam. While doting on Mariam, Jalil's reluctance to ... "",""title"":""https://en.wikipedia.org/wiki/A_Thousand_Splendid_Suns""},{""docid"":""53008"",""score"":11.894078124471894,""snippet"":"" ... O'Rourke is survived by his wife, Tina, and their three children -- daughters Elizabeth and Olivia and son Clifford.\n\nIvan Reitman\n\nThe acclaimed director and producer, responsible for some of the most beloved comedies of all time, died in his sleep at his home in Montecito, California, on ... "",""title"":""https://www.etonline.com/gallery/stars-weve-lost-in-2022-177426""}]"
9,373,2026-09-15T14:11:25.255500+00:00,This Is Us cast real life couple siblings co-stars,"[""this"",""is"",""us"",""cast"",""real"",""life"",""couple"",""siblings"",""co"",""stars""]","""this"" OR ""is"" OR ""us"" OR ""cast"" OR ""real"" OR ""life"" OR ""couple"" OR ""siblings"" OR ""co"" OR ""stars""",5,e40ec60d5635541c068cb33c063bcf2d9ce1a7c76456b960c6507ba1c6dfc9aa,a8dcd0c37a2bc447153fb78a0efb619e2eaad827fe5329e31cc9c958d88c6aca,False,"[""d17"",""d156"",""d157"",""d158"",""d159""]","[""62963"",""26285"",""80541"",""11809"",""22230""]","[{""docid"":""62963"",""score"":16.408504351013065,""snippet"":"" ... Jessica And Richard Harmon\n\nActors who are siblings in real life are commonly cast to play siblings on television. After all, that's the best way to make it seem like the relationship is an authentic one. In the case of Jessica and Richard Harmon, though, the siblings ... "",""title"":""https://screenrant.com/cw-stars-family/""},{""docid"":""26285"",""score"":16.351330915246766,""snippet"":"" ... in which they co-starred opposite Adam Sandler as five-year-old Julian McGrath.\n\nJeff and Beau Bridges (The Fabulous Baker Boys)\n\nReal-life brothers Jeff Bridges and Beau Bridges star as the eponymous Baker Boys, a pair of piano-playing siblings, in this 1989 musical dramedy written ... "",""title"":""https://www.cinemablend.com/movies/times-real-siblings-showed-up-in-the-same-movie""},{""docid"":""80541"",""score"":15.246441176233539,""snippet"":"" ... 19, 2021.\n\n\""The complicated relationship among siblings often plays out in real life in such a huge way,\"" Isha told The Hollywood Reporter in 2022. \""I cannot tell you how many times I have been reminded by people who have not spoken to their siblings in years of ... "",""title"":""https://people.com/all-about-serena-williams-venus-williams-siblings-7561298""},{""docid"":""11809"",""score"":15.242218780837355,""snippet"":"" ... lifetimes. \""It was an inspiring and beautiful thing to hear their words of encouragement, telling me, 'You don't understand what this is doing for us, for our community, for all the little Black and brown girls who are going to see themselves in you,'\"" she recalled.\n\nResponse ... "",""title"":""https://www.biography.com/musicians/a46551458/halle-bailey""},{""docid"":""22230"",""score"":15.23729157092434,""snippet"":"" ... This gory shocker stars Jay Hernandez (Suicide Squad), Derek Richardson (Anger Management), Barbara Nedeljakova (Shanghai Knights)\n\nIncarnation: Based on the ancient demon Mammon, Incarnation is a twisted tale of greed about a young couple chasing the American dream. Cast: Taye Diggs (Chicago), Jessica Uberuaga (The Fanatic), Michael Madsen ... "",""title"":""https://www.fangoria.com/56-free-horror-movies-streaming-in-april-2025/""}]"
9,380,2026-09-15T14:11:26.447961+00:00,This Is Us Jack Rebecca Kate Kevin Randall married children,"[""this"",""is"",""us"",""jack"",""rebecca"",""kate"",""kevin"",""randall"",""married"",""children""]","""this"" OR ""is"" OR ""us"" OR ""jack"" OR ""rebecca"" OR ""kate"" OR ""kevin"" OR ""randall"" OR ""married"" OR ""children""",5,47cedeb36c8f34a948c13a360107c883762b1b2c1f4b44984bbd98cadcdef0ca,d389ccd3f6e4ff0c8256f0cd8b6dec14680ed3e278307ff07ded575ae6e42ce8,False,"[""d160"",""d161"",""d162"",""d163"",""d164""]","[""66026"",""61244"",""25792"",""49976"",""89786""]","[{""docid"":""66026"",""score"":30.85078779947032,""snippet"":"" ... This Is Us - Amazon Prime\n\nThis Is Us tells the heart-warming and emotional story of the Pearson triplets, Randall (Sterling K. Brown), Kate (Chrissy Metz) and Kevin (Justin Hartley), known as 'the big three', and their parents Jack (Milo Ventimiglia) and Rebecca (Mandy Moore).\n\nTaking place in ... "",""title"":""https://rts.org.uk/article/best-tv-shows-about-parenting""},{""docid"":""61244"",""score"":28.740171589697315,""snippet"":"" ... Today is just part one, of course, so hopefully that on-screen reunion is yet to come. I also really want to see Carrie/Will/Arianna with Kate as well and hope Kate gets a little moment of her own regarding John. I forget if I mentioned this ... "",""title"":""https://boards.soapoperanetwork.com/topic/60492-best-soap-of-each-decade/""},{""docid"":""25792"",""score"":26.792192817535987,""snippet"":"" ... Following the box office section, this list is organized chronologically, providing information on release dates, production companies, directors, and principal cast members.\n\nBox office\n\nThe highest-grossing American films released in 2023, by domestic box office gross revenue, are as follows:\n\n**Table 1**: Highest-grossing films of 2023 ... "",""title"":""https://en.wikipedia.org/wiki/List_of_American_films_of_2023""},{""docid"":""49976"",""score"":26.59515023772495,""snippet"":"" ... today. \""This is Us\"" follows the story of the Pearson family and their journey over the years. Rebecca and Jack Pearson, who lost a triplet child during childbirth, give birth to twins Kate and Kevin. During their hospital stay, they also meet and adopt their son Randall, an ... "",""title"":""https://adoptionswithlove.org/uncategorized/adoption-on-television""},{""docid"":""89786"",""score"":25.393844250388025,""snippet"":"" ... The final twist revealed that Jack and Rebecca Pearson's story took place in 1980, while the other characters, Randall, Kate, and Kevin, live in the present day.\n\nThis was one of the most impactful moments in the show and showcased This Is Us as a complex series ... "",""title"":""https://screenrant.com/tv-shows-perfect-pilot-episodes/""}]"
10,397,2026-09-15T14:11:32.643023+00:00,Grey's Anatomy character married three times children died one survives,"[""grey"",""s"",""anatomy"",""character"",""married"",""three"",""times"",""children"",""died"",""one"",""survives""]","""grey"" OR ""s"" OR ""anatomy"" OR ""character"" OR ""married"" OR ""three"" OR ""times"" OR ""children"" OR ""died"" OR ""one"" OR ""survives""",5,e21a452b9f3d0d059ebb896d6e14087d9ad2f7f1a4cc4d96328a23414444a661,49690f54f929a6979a309b9d71d32771537dcc654ba76e4b0f02851bb22c64ec,False,"[""d165"",""d166"",""d91"",""d110"",""d167""]","[""35496"",""68225"",""99983"",""3878"",""51230""]","[{""docid"":""35496"",""score"":20.50935547416946,""snippet"":"" ... Grey's Anatomy superbly portrays the effect of losing patients and the importance of attending to one's physical and mental health. Characters in Grey's Anatomy and The Resident lose loved ones to COVID-19; in the latter, this loss is also tainted with the suspicion of ... "",""title"":""https://jamanetwork.com/journals/jama/fullarticle/2787497""},{""docid"":""68225"",""score"":20.454183697884922,""snippet"":"" ... All the Times Meredith Grey Almost Died (or Suffered Another Trauma)\nauthor: Dan Clarendon\ndate: 2020-12-24\n---\nAll the Times Meredith Grey Almost Died (or Suffered Another Trauma)\n\nWe know there'd be no Grey's Anatomy without Meredith Grey … especially because creator Shonda Rhimes has said ... "",""title"":""https://www.tvinsider.com/979458/greys-anatomy-meredith-covid-near-death-traumas/""},{""docid"":""99983"",""score"":20.3146625832847,""snippet"":"" ... He later appeared in episodes of Friends (1994), Grey's Anatomy (2005) and Crazylove (2005).\n\nHe has been married three times (most recently to Angela Imperato since 2000) and has three children.\n\nValerie Landsburg as Doris Schwartz\n\nValerie Landsburg became a globally-recognized star playing Doris Schwartz in ... "",""title"":""https://www.yahoo.com/lifestyle/fame-tv-show-cast-see-151938446.html""},{""docid"":""3878"",""score"":19.795820434986844,""snippet"":"" ... MIKE HALE\n\nStream on Amazon.\n\n2005-present\n\nGrey's Anatomy\n\nBecause we all need our \""person.\""\n\nMore tears have been shed over \""Grey's Anatomy\"" than any other prime time drama. It's been on longer than almost anything else, and it's also embraced tragedy, plucked heartstrings ... "",""title"":""https://www.nytimes.com/interactive/2019/arts/television/best-drama-series.html""},{""docid"":""51230"",""score"":19.776638223549497,""snippet"":"" ... The same year, Roberts was featured in season 4 of the hit American TV show Brooklyn Nine-Nine; he portrayed the character of Jimmy Figgis. He played Robert Avery in Grey's Anatomy.\n\nIn 2017, he had a major role in the horror thriller film The Institute, alongside ... "",""title"":""https://en.wikipedia.org/wiki/Eric_Roberts""}]"
10,403,2026-09-15T14:11:34.057072+00:00,Grey's Anatomy cast real life couple siblings co-stars unrelated characters,"[""grey"",""s"",""anatomy"",""cast"",""real"",""life"",""couple"",""siblings"",""co"",""stars"",""unrelated"",""characters""]","""grey"" OR ""s"" OR ""anatomy"" OR ""cast"" OR ""real"" OR ""life"" OR ""couple"" OR ""siblings"" OR ""co"" OR ""stars"" OR ""unrelated"" OR ""characters""",5,7c604291cd0c82c1ed6b9cac2989b2e843d719a451dc169d25ee918f4eb9c613,0ccdde7bfcfe93ecde6be2479213972cb2fa3bc7871450173ef04015f1880b19,False,"[""d168"",""d169"",""d93"",""d170"",""d91""]","[""46"",""39235"",""7460"",""5959"",""99983""]","[{""docid"":""46"",""score"":31.07500849491945,""snippet"":"" ... With Ellen Pompeo's Meredith Grey as the show's heart and moral compass, Grey's Anatomy successfully navigated the departures of several original cast members, including male lead Patrick Dempsey, while reinventing itself. Dempsey is back this season, helping Grey's to once again dominate the pop ... "",""title"":""https://deadline.com/2020/12/most-influential-tv-series-21st-century-so-far-deadline-list-1234662438/""},{""docid"":""39235"",""score"":29.835544857552375,""snippet"":"" ... An ensemble series, Grey's Anatomy also followed other surgical interns, residents, and attendings, including Sandra Oh's Dr. Christina Yang, Meredith's best friend, and Dr. Derek Shepherd (Patrick Dempsey), Meredith's love interest. Steamy and sentimental, Grey's also uses its enduring platform to tackle real ... "",""title"":""https://screenrant.com/most-influential-tv-shows-2000s/""},{""docid"":""7460"",""score"":27.794400121761754,""snippet"":"" ... character to replace her, but there's no need for one.\n\nPrivate Practice (2007-2013)\n\n6 Seasons, 111 Episodes\n\nPrivate Practice\n\n- Release Date\n\n- 2007 - 2013-00-00\n\n- Network\n\n- ABC\n\n- Directors\n\n- Shonda Rhimes\n\nCast\n\n-\n\nKadee Strickland\n\nA spin-off Grey's Anatomy, the medical drama Private Practice stars Kate ... "",""title"":""https://screenrant.com/greys-anatomy-spinoff-shows-timeline-connections-explained/""},{""docid"":""5959"",""score"":26.90380962250071,""snippet"":"" ... cast with Ellen Pompeo serving as titular character Meredith Grey, who provides narration for a majority of the series' episodes.\n\nIn 2007, Rhimes created and produced the Grey's Anatomy spin-off series Private Practice, which debuted September 26, 2007, on ABC. The show chronicles the life of ... "",""title"":""https://en.wikipedia.org/wiki/Shonda_Rhimes""},{""docid"":""99983"",""score"":26.813653751211717,""snippet"":"" ... Friends (1994), Grey's Anatomy (2005) and Crazylove (2005).\n\nHe has been married three times (most recently to Angela Imperato since 2000) and has three children.\n\nValerie Landsburg as Doris Schwartz\n\nValerie Landsburg became a globally-recognized star playing Doris Schwartz in the Fame cast.\n\nAfter the series ... "",""title"":""https://www.yahoo.com/lifestyle/fame-tv-show-cast-see-151938446.html""}]"
10,409,2026-09-15T14:11:35.102006+00:00,Grey's Anatomy Meredith Derek married children died,"[""grey"",""s"",""anatomy"",""meredith"",""derek"",""married"",""children"",""died""]","""grey"" OR ""s"" OR ""anatomy"" OR ""meredith"" OR ""derek"" OR ""married"" OR ""children"" OR ""died""",5,aaa87f0425d60becc963edf005c00843e24ef3274f055dadcbb1c0a6c790dab2,bf2ff768d6d0dd1c17cac867ef9c5204db0058e7f5ad6c7301fc36045dd5de84,False,"[""d166"",""d93"",""d171"",""d169"",""d163""]","[""68225"",""7460"",""16726"",""39235"",""49976""]","[{""docid"":""68225"",""score"":33.144753704623014,""snippet"":"" ... All the Times Meredith Grey Almost Died (or Suffered Another Trauma)\nauthor: Dan Clarendon\ndate: 2020-12-24\n---\nAll the Times Meredith Grey Almost Died (or Suffered Another Trauma)\n\nWe know there'd be no Grey's Anatomy without Meredith Grey … especially because creator Shonda Rhimes has said ... "",""title"":""https://www.tvinsider.com/979458/greys-anatomy-meredith-covid-near-death-traumas/""},{""docid"":""7460"",""score"":29.894403859405507,""snippet"":"" ... Dies, Who Tells Your Story\"". Every episode of B-Team was directed by Sarah Drew, who plays April Kepner on the main show, in her directoral debut.\n\nThe 2 Grey's Anatomy Episodes Directed By Ellen Pompeo\n\nEllen Pompeo is best known as Grey's Anatomy's Meredith ... "",""title"":""https://screenrant.com/greys-anatomy-spinoff-shows-timeline-connections-explained/""},{""docid"":""16726"",""score"":29.088000423311833,""snippet"":"" ... Grey's Anatomy: Before they were stars\nauthor: Ariana Bacle; James Mercadante Updated\ndate: 2022-09-06\n---\nEllen Pompeo\n\nBefore: The woman now known as Meredith Grey once starred alongside Jake Gyllenhaal and Dustin Hoffman in 2002's Moonlight Mile, and went on to appear in Catch Me ... "",""title"":""https://ew.com/gallery/greys-anatomy-cast-before-they-were-stars/?srsltid=AfmBOop9veMvemNQBxOptWObS-iC49SGiFhqZjNBzk87cYVuzqnbjT2L""},{""docid"":""39235"",""score"":27.09962467409171,""snippet"":"" ... An ensemble series, Grey's Anatomy also followed other surgical interns, residents, and attendings, including Sandra Oh's Dr. Christina Yang, Meredith's best friend, and Dr. Derek Shepherd (Patrick Dempsey), Meredith's love interest. Steamy and sentimental, Grey's also uses its enduring platform to tackle real ... "",""title"":""https://screenrant.com/most-influential-tv-shows-2000s/""},{""docid"":""49976"",""score"":26.082733474061246,""snippet"":"" ... Richard Webber, the chief of surgery, actually is her birthfather!\n\nOne of the most prominent adoption storylines in \""Grey's\"" is that of Zola Grey Shepherd. Little baby Zola was adopted by the series' leading lovebirds, Dr. Meredith Grey and Dr. Derek Shepherd. Zola was just a six ... "",""title"":""https://adoptionswithlove.org/uncategorized/adoption-on-television""}]"
